sale_id,sale_date,store,region,product,category,supplier,quantity,unit_price,unit_cost,revenue,gross_margin,member_id,is_member
6670,2025-07-30,Tacoma,Puget Sound,Headlamp 400,Camping,Sanko Technical,2,44.00,16.00,88.00,56.00,1059,Y
6671,2025-07-31,Eugene,Willamette,Sun Hoody,Apparel,Cascade Textiles,2,62.00,24.00,124.00,76.00,1044,Y
6672,2025-07-31,Portland Pearl,Willamette,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1056,Y
6673,2025-07-31,Bellingham,North Cascades,Dry Bag 30L,Water,Fraser Valley Rubber,2,42.00,17.00,84.00,50.00,,N
6674,2025-07-31,Bellevue,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,3,179.00,76.00,537.00,309.00,,N
6675,2025-07-31,Portland Pearl,Willamette,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1024,Y
6676,2025-07-31,Bellevue,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,1060,Y
6677,2025-07-31,Bellingham,North Cascades,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,,N
6678,2025-07-31,Portland Pearl,Willamette,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,,N
6679,2025-07-31,Boise,Inland,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1021,Y
6680,2025-08-01,Tacoma,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,2,62.00,24.00,124.00,76.00,,N
6681,2025-08-01,Eugene,Willamette,Belay Device,Climbing,Kitsap Forge,1,49.00,19.00,49.00,30.00,1046,Y
6682,2025-08-01,Bellevue,Puget Sound,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,220.15,104.00,220.15,116.15,1014,Y
6683,2025-08-01,Portland Pearl,Willamette,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1042,Y
6684,2025-08-01,Seattle Flagship,Puget Sound,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,1058,Y
6685,2025-08-02,Seattle Flagship,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1007,Y
6686,2025-08-02,Seattle Flagship,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,1026,Y
6687,2025-08-02,Portland Pearl,Willamette,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1059,Y
6688,2025-08-02,Portland Pearl,Willamette,PFD Vest,Water,Kitsap Forge,3,95.00,38.00,285.00,171.00,1046,Y
6689,2025-08-02,Spokane,Inland,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,1056,Y
6690,2025-08-02,Seattle Flagship,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,3,62.00,24.00,186.00,114.00,1029,Y
6691,2025-08-03,Boise,Inland,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,1060,Y
6692,2025-08-03,Portland Pearl,Willamette,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,1019,Y
6693,2025-08-03,Portland Pearl,Willamette,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,1009,Y
6694,2025-08-03,Bellingham,North Cascades,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,,N
6695,2025-08-03,Seattle Flagship,Puget Sound,PFD Vest,Water,Kitsap Forge,2,95.00,38.00,190.00,114.00,1015,Y
6696,2025-08-03,Bellingham,North Cascades,Dry Bag 30L,Water,Fraser Valley Rubber,2,42.00,17.00,84.00,50.00,,N
6697,2025-08-03,Seattle Flagship,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1008,Y
6698,2025-08-03,Eugene,Willamette,Vertex Climbing Harness,Climbing,Kitsap Forge,3,105.00,43.00,315.00,186.00,,N
6699,2025-08-03,Spokane,Inland,Dry Bag 30L,Water,Fraser Valley Rubber,3,42.00,17.00,126.00,75.00,1040,Y
6700,2025-08-03,Seattle Flagship,Puget Sound,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1020,Y
6701,2025-08-03,Seattle Flagship,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1050,Y
6702,2025-08-04,Bellevue,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1002,Y
6703,2025-08-04,Bellingham,North Cascades,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1039,Y
6704,2025-08-04,Portland Pearl,Willamette,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,,N
6705,2025-08-04,Spokane,Inland,Alpine 45L Pack,Camping,Olympic Down Works,1,189.00,78.00,189.00,111.00,1057,Y
6706,2025-08-04,Boise,Inland,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1027,Y
6707,2025-08-05,Tacoma,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,2,129.00,52.00,258.00,154.00,1005,Y
6708,2025-08-05,Portland Pearl,Willamette,Headlamp 400,Camping,Sanko Technical,3,44.00,16.00,132.00,84.00,1017,Y
6709,2025-08-05,Boise,Inland,Sun Hoody,Apparel,Cascade Textiles,3,62.00,24.00,186.00,114.00,1049,Y
6710,2025-08-05,Spokane,Inland,Nimbus 0F Sleeping Bag,Camping,Olympic Down Works,1,339.00,138.00,339.00,201.00,1059,Y
6711,2025-08-05,Bellingham,North Cascades,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1015,Y
6712,2025-08-05,Bellingham,North Cascades,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,,N
6713,2025-08-05,Tacoma,Puget Sound,Stormbreak Rain Jacket,Apparel,Cascade Textiles,2,169.00,68.00,338.00,202.00,1015,Y
6714,2025-08-05,Portland Pearl,Willamette,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,1004,Y
6715,2025-08-05,Portland Pearl,Willamette,Ski Skins,Snow,Nordvik Outdoor,2,199.00,84.00,398.00,230.00,1016,Y
6716,2025-08-05,Bellevue,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,,N
6717,2025-08-05,Seattle Flagship,Puget Sound,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1002,Y
6718,2025-08-06,Spokane,Inland,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1013,Y
6719,2025-08-06,Tacoma,Puget Sound,Headlamp 400,Camping,Sanko Technical,1,44.00,16.00,44.00,28.00,1056,Y
6720,2025-08-06,Portland Pearl,Willamette,Trail Runner GTX,Footwear,Fraser Valley Rubber,2,126.65,61.00,253.30,131.30,1027,Y
6721,2025-08-06,Eugene,Willamette,Basecamp 65L Pack,Camping,Olympic Down Works,1,194.65,96.00,194.65,98.65,1005,Y
6722,2025-08-06,Seattle Flagship,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1019,Y
6723,2025-08-06,Bellevue,Puget Sound,Dry Bag 30L,Water,Fraser Valley Rubber,3,42.00,17.00,126.00,75.00,1056,Y
6724,2025-08-07,Bellevue,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,2,62.00,24.00,124.00,76.00,1003,Y
6725,2025-08-07,Boise,Inland,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,1028,Y
6726,2025-08-07,Seattle Flagship,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1011,Y
6727,2025-08-07,Bellingham,North Cascades,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,,N
6728,2025-08-07,Seattle Flagship,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,,N
6729,2025-08-07,Tacoma,Puget Sound,Dry Bag 30L,Water,Fraser Valley Rubber,2,42.00,17.00,84.00,50.00,1010,Y
6730,2025-08-07,Portland Pearl,Willamette,Sun Hoody,Apparel,Cascade Textiles,3,62.00,24.00,186.00,114.00,1051,Y
6731,2025-08-07,Portland Pearl,Willamette,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1043,Y
6732,2025-08-07,Bellingham,North Cascades,Titanium Cook Set,Camping,Sanko Technical,2,115.00,47.00,230.00,136.00,1015,Y
6733,2025-08-07,Seattle Flagship,Puget Sound,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1031,Y
6734,2025-08-08,Seattle Flagship,Puget Sound,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1054,Y
6735,2025-08-08,Bellevue,Puget Sound,Stormbreak Rain Jacket,Apparel,Cascade Textiles,2,169.00,68.00,338.00,202.00,,N
6736,2025-08-08,Spokane,Inland,Quickdraw Set of 6,Climbing,Nordvik Outdoor,2,155.00,62.00,310.00,186.00,1017,Y
6737,2025-08-08,Seattle Flagship,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1040,Y
6738,2025-08-08,Tacoma,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,2,62.00,24.00,124.00,76.00,1014,Y
6739,2025-08-08,Bellingham,North Cascades,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,,N
6740,2025-08-08,Portland Pearl,Willamette,Dry Bag 30L,Water,Fraser Valley Rubber,1,42.00,17.00,42.00,25.00,1010,Y
6741,2025-08-08,Spokane,Inland,Belay Device,Climbing,Kitsap Forge,2,49.00,19.00,98.00,60.00,1002,Y
6742,2025-08-09,Seattle Flagship,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1034,Y
6743,2025-08-09,Portland Pearl,Willamette,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1043,Y
6744,2025-08-09,Bellevue,Puget Sound,Dry Bag 30L,Water,Fraser Valley Rubber,1,42.00,17.00,42.00,25.00,1022,Y
6745,2025-08-09,Bellingham,North Cascades,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,,N
6746,2025-08-09,Seattle Flagship,Puget Sound,Trailhead Sleeping Pad,Camping,Sanko Technical,3,99.00,41.00,297.00,174.00,1011,Y
6747,2025-08-09,Tacoma,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,1,84.00,34.00,84.00,50.00,1002,Y
6748,2025-08-09,Seattle Flagship,Puget Sound,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,,N
6749,2025-08-10,Bellevue,Puget Sound,Chalk Bag,Climbing,Kitsap Forge,3,26.00,9.00,78.00,51.00,1017,Y
6750,2025-08-10,Spokane,Inland,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1019,Y
6751,2025-08-10,Spokane,Inland,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1057,Y
6752,2025-08-10,Spokane,Inland,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1046,Y
6753,2025-08-10,Portland Pearl,Willamette,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1023,Y
6754,2025-08-10,Bellingham,North Cascades,Trail Convertible Pant,Apparel,Cascade Textiles,2,89.00,36.00,178.00,106.00,,N
6755,2025-08-10,Bellingham,North Cascades,Trailhead Sleeping Pad,Camping,Sanko Technical,1,99.00,41.00,99.00,58.00,,N
6756,2025-08-10,Boise,Inland,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1049,Y
6757,2025-08-10,Seattle Flagship,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,2,179.00,76.00,358.00,206.00,1050,Y
6758,2025-08-10,Bellingham,North Cascades,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1026,Y
6759,2025-08-10,Seattle Flagship,Puget Sound,Trailhead Sleeping Pad,Camping,Sanko Technical,3,99.00,41.00,297.00,174.00,1037,Y
6760,2025-08-11,Boise,Inland,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1032,Y
6761,2025-08-11,Spokane,Inland,Alpine 45L Pack,Camping,Olympic Down Works,3,189.00,78.00,567.00,333.00,1033,Y
6762,2025-08-11,Eugene,Willamette,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1028,Y
6763,2025-08-11,Seattle Flagship,Puget Sound,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,1025,Y
6764,2025-08-11,Spokane,Inland,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,1006,Y
6765,2025-08-11,Seattle Flagship,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,,N
6766,2025-08-11,Spokane,Inland,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1037,Y
6767,2025-08-11,Bellevue,Puget Sound,Alpine 45L Pack,Camping,Olympic Down Works,1,189.00,78.00,189.00,111.00,1057,Y
6768,2025-08-11,Boise,Inland,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,1001,Y
6769,2025-08-11,Boise,Inland,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,,N
6770,2025-08-12,Spokane,Inland,PFD Vest,Water,Kitsap Forge,2,95.00,38.00,190.00,114.00,1023,Y
6771,2025-08-12,Portland Pearl,Willamette,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1037,Y
6772,2025-08-12,Eugene,Willamette,Trailhead Sleeping Pad,Camping,Sanko Technical,1,99.00,41.00,99.00,58.00,1043,Y
6773,2025-08-12,Boise,Inland,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1041,Y
6774,2025-08-12,Tacoma,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,,N
6775,2025-08-12,Seattle Flagship,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1010,Y
6776,2025-08-12,Seattle Flagship,Puget Sound,Quickdraw Set of 6,Climbing,Nordvik Outdoor,1,155.00,62.00,155.00,93.00,1059,Y
6777,2025-08-12,Tacoma,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,2,62.00,24.00,124.00,76.00,1022,Y
6778,2025-08-12,Bellingham,North Cascades,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,203.15,98.00,203.15,105.15,,N
6779,2025-08-13,Eugene,Willamette,PFD Vest,Water,Kitsap Forge,2,95.00,38.00,190.00,114.00,1054,Y
6780,2025-08-14,Boise,Inland,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,,N
6781,2025-08-14,Bellevue,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,3,89.00,36.00,267.00,159.00,1024,Y
6782,2025-08-14,Seattle Flagship,Puget Sound,Down Sweater,Apparel,Olympic Down Works,1,185.00,74.00,185.00,111.00,1008,Y
6783,2025-08-14,Tacoma,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,3,129.00,52.00,387.00,231.00,1003,Y
6784,2025-08-14,Seattle Flagship,Puget Sound,Trailhead Sleeping Pad,Camping,Sanko Technical,1,99.00,41.00,99.00,58.00,1039,Y
6785,2025-08-14,Tacoma,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1004,Y
6786,2025-08-14,Seattle Flagship,Puget Sound,Stormbreak Rain Jacket,Apparel,Cascade Textiles,1,169.00,68.00,169.00,101.00,1040,Y
6787,2025-08-14,Bellevue,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1028,Y
6788,2025-08-14,Seattle Flagship,Puget Sound,Belay Device,Climbing,Kitsap Forge,1,49.00,19.00,49.00,30.00,1052,Y
6789,2025-08-15,Portland Pearl,Willamette,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,1043,Y
6790,2025-08-15,Bellevue,Puget Sound,Trail Runner GTX,Footwear,Fraser Valley Rubber,2,149.00,61.00,298.00,176.00,,N
6791,2025-08-15,Bellevue,Puget Sound,Backcountry Boot,Footwear,Fraser Valley Rubber,1,219.00,88.00,219.00,131.00,1005,Y
6792,2025-08-15,Seattle Flagship,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1044,Y
6793,2025-08-15,Bellingham,North Cascades,Cascade Camp Stove,Camping,Kitsap Forge,2,71.40,34.00,142.80,74.80,1030,Y
6794,2025-08-15,Portland Pearl,Willamette,Cascade Camp Stove,Camping,Kitsap Forge,1,84.00,34.00,84.00,50.00,,N
6795,2025-08-15,Portland Pearl,Willamette,Headlamp 400,Camping,Sanko Technical,1,44.00,16.00,44.00,28.00,1045,Y
6796,2025-08-15,Seattle Flagship,Puget Sound,Belay Device,Climbing,Kitsap Forge,3,49.00,19.00,147.00,90.00,1054,Y
6797,2025-08-15,Tacoma,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1052,Y
6798,2025-08-15,Seattle Flagship,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,1,179.00,76.00,179.00,103.00,1039,Y
6799,2025-08-15,Seattle Flagship,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,3,109.65,52.00,328.95,172.95,1022,Y
6800,2025-08-16,Boise,Inland,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,1010,Y
6801,2025-08-16,Seattle Flagship,Puget Sound,Headlamp 400,Camping,Sanko Technical,2,44.00,16.00,88.00,56.00,1054,Y
6802,2025-08-16,Boise,Inland,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1047,Y
6803,2025-08-16,Seattle Flagship,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1008,Y
6804,2025-08-16,Bellingham,North Cascades,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,,N
6805,2025-08-16,Eugene,Willamette,Down Sweater,Apparel,Olympic Down Works,1,185.00,74.00,185.00,111.00,1028,Y
6806,2025-08-16,Tacoma,Puget Sound,Dry Bag 30L,Water,Fraser Valley Rubber,1,42.00,17.00,42.00,25.00,1038,Y
6807,2025-08-16,Bellingham,North Cascades,Cascade Camp Stove,Camping,Kitsap Forge,1,84.00,34.00,84.00,50.00,,N
6808,2025-08-17,Bellingham,North Cascades,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1033,Y
6809,2025-08-17,Spokane,Inland,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1044,Y
6810,2025-08-17,Bellevue,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,,N
6811,2025-08-17,Eugene,Willamette,Trail Convertible Pant,Apparel,Cascade Textiles,1,89.00,36.00,89.00,53.00,1005,Y
6812,2025-08-17,Boise,Inland,Quickdraw Set of 6,Climbing,Nordvik Outdoor,1,155.00,62.00,155.00,93.00,1060,Y
6813,2025-08-17,Seattle Flagship,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,2,89.00,36.00,178.00,106.00,1030,Y
6814,2025-08-17,Bellevue,Puget Sound,Quickdraw Set of 6,Climbing,Nordvik Outdoor,1,155.00,62.00,155.00,93.00,1036,Y
6815,2025-08-17,Bellevue,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1050,Y
6816,2025-08-17,Bellingham,North Cascades,Sun Hoody,Apparel,Cascade Textiles,3,62.00,24.00,186.00,114.00,,N
6817,2025-08-17,Spokane,Inland,Belay Device,Climbing,Kitsap Forge,3,49.00,19.00,147.00,90.00,1045,Y
6818,2025-08-18,Tacoma,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1058,Y
6819,2025-08-18,Tacoma,Puget Sound,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,1040,Y
6820,2025-08-18,Bellingham,North Cascades,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,,N
6821,2025-08-18,Tacoma,Puget Sound,Alpine 45L Pack,Camping,Olympic Down Works,3,189.00,78.00,567.00,333.00,1034,Y
6822,2025-08-18,Eugene,Willamette,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1018,Y
6823,2025-08-18,Tacoma,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,,N
6824,2025-08-18,Bellingham,North Cascades,Dry Bag 30L,Water,Fraser Valley Rubber,3,42.00,17.00,126.00,75.00,,N
6825,2025-08-19,Bellingham,North Cascades,Quickdraw Set of 6,Climbing,Nordvik Outdoor,3,155.00,62.00,465.00,279.00,,N
6826,2025-08-19,Tacoma,Puget Sound,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,1048,Y
6827,2025-08-19,Bellingham,North Cascades,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1038,Y
6828,2025-08-19,Portland Pearl,Willamette,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1024,Y
6829,2025-08-19,Tacoma,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,3,129.00,52.00,387.00,231.00,1009,Y
6830,2025-08-19,Seattle Flagship,Puget Sound,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,1049,Y
6831,2025-08-19,Bellevue,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1057,Y
6832,2025-08-19,Bellingham,North Cascades,Chalk Bag,Climbing,Kitsap Forge,2,26.00,9.00,52.00,34.00,,N
6833,2025-08-20,Seattle Flagship,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,2,62.00,24.00,124.00,76.00,1020,Y
6834,2025-08-20,Portland Pearl,Willamette,Approach Shoe,Footwear,Fraser Valley Rubber,1,109.65,52.00,109.65,57.65,1023,Y
6835,2025-08-20,Portland Pearl,Willamette,Alpine 45L Pack,Camping,Olympic Down Works,2,189.00,78.00,378.00,222.00,,N
6836,2025-08-20,Seattle Flagship,Puget Sound,Trailhead Sleeping Pad,Camping,Sanko Technical,2,99.00,41.00,198.00,116.00,1032,Y
6837,2025-08-20,Tacoma,Puget Sound,Dry Bag 30L,Water,Fraser Valley Rubber,1,42.00,17.00,42.00,25.00,1041,Y
6838,2025-08-20,Portland Pearl,Willamette,Ski Skins,Snow,Nordvik Outdoor,1,199.00,84.00,199.00,115.00,1036,Y
6839,2025-08-20,Seattle Flagship,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,2,89.00,36.00,178.00,106.00,1019,Y
6840,2025-08-20,Tacoma,Puget Sound,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1047,Y
6841,2025-08-20,Boise,Inland,Dry Bag 30L,Water,Fraser Valley Rubber,3,42.00,17.00,126.00,75.00,1032,Y
6842,2025-08-20,Tacoma,Puget Sound,Vertex Climbing Harness,Climbing,Kitsap Forge,1,105.00,43.00,105.00,62.00,1029,Y
6843,2025-08-21,Seattle Flagship,Puget Sound,Chalk Bag,Climbing,Kitsap Forge,3,26.00,9.00,78.00,51.00,1011,Y
6844,2025-08-21,Tacoma,Puget Sound,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1016,Y
6845,2025-08-21,Seattle Flagship,Puget Sound,Quickdraw Set of 6,Climbing,Nordvik Outdoor,1,155.00,62.00,155.00,93.00,1040,Y
6846,2025-08-21,Seattle Flagship,Puget Sound,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1026,Y
6847,2025-08-21,Bellingham,North Cascades,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,1023,Y
6848,2025-08-21,Eugene,Willamette,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,1,59.00,22.00,59.00,37.00,1021,Y
6849,2025-08-21,Bellevue,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,1,71.40,34.00,71.40,37.40,1049,Y
6850,2025-08-21,Tacoma,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,1031,Y
6851,2025-08-21,Portland Pearl,Willamette,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1053,Y
6852,2025-08-21,Bellingham,North Cascades,Trail Convertible Pant,Apparel,Cascade Textiles,1,89.00,36.00,89.00,53.00,1050,Y
6853,2025-08-21,Bellevue,Puget Sound,Chalk Bag,Climbing,Kitsap Forge,2,26.00,9.00,52.00,34.00,1012,Y
6854,2025-08-21,Bellingham,North Cascades,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,,N
6855,2025-08-21,Portland Pearl,Willamette,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1035,Y
6856,2025-08-22,Portland Pearl,Willamette,Trail Convertible Pant,Apparel,Cascade Textiles,2,89.00,36.00,178.00,106.00,1002,Y
6857,2025-08-22,Tacoma,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1002,Y
6858,2025-08-22,Portland Pearl,Willamette,Alpine 45L Pack,Camping,Olympic Down Works,1,189.00,78.00,189.00,111.00,1006,Y
6859,2025-08-22,Spokane,Inland,Approach Shoe,Footwear,Fraser Valley Rubber,2,129.00,52.00,258.00,154.00,1009,Y
6860,2025-08-23,Bellevue,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,,N
6861,2025-08-23,Bellingham,North Cascades,Approach Shoe,Footwear,Fraser Valley Rubber,2,109.65,52.00,219.30,115.30,,N
6862,2025-08-23,Bellingham,North Cascades,Trailhead Sleeping Pad,Camping,Sanko Technical,1,99.00,41.00,99.00,58.00,,N
6863,2025-08-23,Seattle Flagship,Puget Sound,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1009,Y
6864,2025-08-23,Seattle Flagship,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,1,89.00,36.00,89.00,53.00,,N
6865,2025-08-23,Bellevue,Puget Sound,Headlamp 400,Camping,Sanko Technical,3,44.00,16.00,132.00,84.00,1042,Y
6866,2025-08-24,Bellevue,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1041,Y
6867,2025-08-24,Eugene,Willamette,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,1050,Y
